Fuel Type Code,Station Name,Street Address,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Access Code,Access Detail Code,Federal Agency Code,Facility Type,EV Pricing,EV On-Site Renewable Source,Restricted Access,Maximum Vehicle Class,EV Workplace Charging
ELEC,ARE-ILLINOIS ST STATION 2,499 Illinois St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.766074","-122.387597",2023/12/03,"160681",2023/12/03 00:09:11,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,"LONGFELLOW 1800 1 (6,7)",1800 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.765712","-122.392623",2023/12/03,"177462",2023/12/03 00:17:15,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,"LONGFELLOW 1800 3 (20,54)",1800 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.765763","-122.392596",2023/12/03,"177463",2023/12/03 00:17:15,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,"LONGFELLOW 1800 5 (60,61)",1800 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.765804","-122.392585",2023/12/03,"177464",2023/12/03 00:17:15,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,"LONGFELLOW 1800 2 (9,10)",1800 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.765755","-122.392559",2023/12/03,"177465",2023/12/03 00:17:15,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,"LONGFELLOW 1800 4 (57,58)",1800 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.765772","-122.392596",2023/12/03,"177466",2023/12/03 00:17:15,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,"LONGFELLOW 1800 9 (92,92)",1800 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.765695","-122.392564",2023/12/03,"177467",2023/12/03 00:16:20,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,"LONGFELLOW 1800 8 (90,90)",1800 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.765772","-122.392607",2023/12/03,"177469",2023/12/03 00:17:31,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,"LONGFELLOW 1800 6 (63,64)",1800 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.765729","-122.392596",2023/12/03,"177470",2023/12/03 00:17:31,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,ARE-ILLINOIS ST STATION 3,499 Illinois St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.766082","-122.387586",2023/12/03,"179242",2023/12/03 00:09:10,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,"LONGFELLOW 1800 10 (95,96)",1800 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.765767","-122.392553",2023/12/03,"213178",2023/12/03 00:16:13,,,,2022/04/01,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS 1-1,590 Illinois St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.764719","-122.388231",2023/12/03,"255691",2023/12/03 00:46:38,,,,2023/03/09,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS 1-2,590 Illinois St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.764634","-122.38821",2023/12/03,"255692",2023/12/03 00:46:38,,,,2023/03/09,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS 1-3,590 Illinois St.,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.76466","-122.388274",2023/12/03,"255693",2023/12/03 00:46:38,,,,2023/03/09,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS 1-4,590 Illinois St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.764982","-122.388242",2023/12/03,"255694",2023/12/03 00:46:39,,,,2023/03/09,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS 1-S1,590 Illinois St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.764889","-122.38836",2023/12/03,"255695",2023/12/03 00:46:39,,,,2023/03/09,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS 2-S1,590 Illinois St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.764761","-122.388424",2023/12/03,"255696",2023/12/03 00:46:39,,,,2023/03/09,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS 2-S2,590 Illinois St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.76505","-122.388478",2023/12/03,"255697",2023/12/03 00:46:39,,,,2023/03/09,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS 2-1,590 Illinois St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.764643","-122.388317",2023/12/03,"255698",2023/12/03 00:46:39,,,,2023/03/09,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS 2-2,590 Illinois St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.764842","-122.38821",2023/12/03,"255699",2023/12/03 00:46:39,,,,2023/03/09,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS 2-3,590 Illinois St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.764694","-122.388408",2023/12/03,"255700",2023/12/03 00:46:39,,,,2023/03/09,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS 2130 3RD ST,2130 3rd St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.762652","-122.389221",2023/12/03,"302451",2023/12/03 00:37:46,,,,2023/07/14,,,,,J1772,US,public,,,,,,,,false
ELEC,Chan Zuckerberg Biohub,"499 Illinois Street, 4th Floor",San Francisco,CA,"94158",,888-998-2546,E,,Public,24 hours daily,,,,,,"4",,,Blink Network,http://www.blinkcharging.com/,GPS,"37.7658385","-122.3877002",2023/12/02,"308980",2023/12/02 23:59:19,,,,2022/05/11,,,,,J1772,US,public,,,,,,,,false
ELEC,431406 - Avalon Dogpatch,800 Indiana Street,SF,CA,"94107",,888-998-2546,E,,Public,24 hours daily,,,,,,"5",,,Blink Network,http://www.blinkcharging.com/,GPS,"37.7593746","-122.3917718",2023/12/03,"309408",2023/12/03 00:00:31,,,,2014/11/03,,,,,J1772,US,public,,,,,,,,false
ELEC,431406 - Avalon Dogpatch (Shared),800 Indiana Street,SF,CA,"94107",,888-998-2546,E,,Public,24 hours daily,,,,,,"2",,,Blink Network,http://www.blinkcharging.com/,GPS,"37.75958","-122.39185",2023/12/03,"310330",2023/12/03 00:05:01,,,,2019/03/25,,,,,J1772,US,public,,,,,,,,false
ELEC,Owens St Parking Garage,1670 Owens Street,San Francisco,CA,"94158",,888-998-2546,E,,Public,24 hours daily,,,,,,"4",,,Blink Network,http://www.blinkcharging.com/,GPS,"37.767928","-122.3942639",2023/12/03,"96022",2023/12/03 00:03:57,,,,2016/07/08,,,,,J1772,US,public,,,,Free,,,,false
ELEC,ACE Parking - 625 2nd St Pkg Grg,625 2nd Street,San Francisco,CA,"94107",,800-663-5633,T,2023/09/11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,"1",,,Blink Network,http://www.blinkcharging.com/,GPS,"37.7814995","-122.3912756",2023/12/03,"148573",2023/12/03 00:03:04,,,,2011/11/28,,,,,J1772,US,public,,,,FREE,,,,false
ELEC,UCSF - 1630 3rd Garage,1630 3rd St,San Francisco,CA,"94158",,650-469-3392,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,"19",,,POWERFLEX,https://www.powerflex.com,GPS,"37.768","-122.39",2023/01/10,"150773",2023/02/14 15:54:11,SG,,,2018/01/01,,,,,J1772,US,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,$0.30 per kWh,,false,LD,false
ELEC,Community Center Garage,1625 Owens St,San Francisco,CA,"94158",,888-264-2208,E,,Public,"Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm",,,,,,"2",,,Volta,https://voltacharging.com/,GPS,"37.768299","-122.393775",2023/12/03,"151241",2023/12/03 01:00:38,,,,2017/05/03,,,,,J1772,US,public,,,,,,false,,false
ELEC,Third Street Garage,1630 3Rd St,San Francisco,CA,"94158",,888-264-2208,E,,Public,"Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm",,,,,,"2",,,Volta,https://voltacharging.com/,GPS,"37.768046","-122.3897115",2023/12/03,"151242",2023/12/03 01:01:36,,,,2017/02/10,,,,,J1772,US,public,,,,,,false,,false
ELEC,625 GARAGE STATION 1,625 2nd St.,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.781887","-122.390854",2023/12/03,"154840",2023/12/03 00:27:29,,,,2020/03/31,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 2-1,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768069","-122.388586",2023/12/03,"158793",2023/12/03 00:24:54,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER BBOPS 1,1725 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768009","-122.388589",2023/12/03,"158860",2023/12/03 00:23:53,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 1-1,1 Warriors Way,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768145","-122.388393",2023/12/03,"158861",2023/12/03 00:23:52,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,BEACON GARAGE 250 KING ST 4,250 King St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.778305","-122.393055",2023/12/03,"158929",2023/12/03 00:23:05,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,450 SOUTH ST EV STATION 06,450 South St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.769004","-122.388411",2023/12/03,"159295",2023/12/03 00:19:19,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS MBEVSE1,1625 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.76829","-122.393962",2023/12/03,"160283",2023/12/03 00:11:25,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,BASEMENT LEVEL 270 STATION 2,270 Brannan St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.782762","-122.391199",2023/12/03,"160399",2023/12/03 00:10:49,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,ESSEX MISSION BAY 3,1200 4th Street,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.773019","-122.391584",2023/12/03,"160810",2023/12/03 00:08:26,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,UCSF CAMPUS MBHOSPITAL EV5,1835 Owens St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768125","-122.394213",2023/12/03,"160847",2023/12/03 00:07:45,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,333 BRANNAN STATION #1,333 Brannan St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.781056","-122.392353",2023/12/03,"160850",2023/12/03 00:07:44,,,,2020/06/12,,,,,J1772,US,public,,,,,,,,false
ELEC,ABM PARKING LOT A-1,6653 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.773097","-122.389495",2023/12/03,"164320",2023/12/03 00:09:30,,,,2020/07/17,,,,,J1772,US,public,,,,,,,,false
ELEC,UDR SHOP 1,355 Berry St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.772633","-122.397095",2023/12/03,"164605",2023/12/03 00:29:19,,,,2020/07/29,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER BBOPS 2,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768081","-122.388565",2023/12/03,"176105",2023/12/03 00:23:53,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 1-7,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768107","-122.388498",2023/12/03,"176106",2023/12/03 00:23:52,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 1-6,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768105","-122.388589",2023/12/03,"176107",2023/12/03 00:23:52,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 1-5,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768092","-122.388554",2023/12/03,"176108",2023/12/03 00:23:52,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 1-4,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768086","-122.388586",2023/12/03,"176109",2023/12/03 00:23:52,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 1-3,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768141","-122.388552",2023/12/03,"176110",2023/12/03 00:23:52,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 1-2,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768079","-122.388602",2023/12/03,"176111",2023/12/03 00:23:52,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 3-4,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768078","-122.388595",2023/12/03,"176112",2023/12/03 00:23:52,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 2-2,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.76817","-122.38849",2023/12/03,"176113",2023/12/03 00:23:41,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 4-1,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768095","-122.388588",2023/12/03,"176114",2023/12/03 00:24:54,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 1-9,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768083","-122.388517",2023/12/03,"176115",2023/12/03 00:23:52,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 1-8,1601 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768092","-122.388535",2023/12/03,"176116",2023/12/03 00:23:52,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 3-1,1725 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768009","-122.388651",2023/12/03,"176250",2023/12/03 00:23:41,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,CHASE CENTER AREA C ZONE 3-2,1725 3rd St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.768013","-122.388468",2023/12/03,"176252",2023/12/03 00:23:41,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,BEACON GARAGE 250 KING ST 3,250 King St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.778307","-122.393063",2023/12/03,"176337",2023/12/03 00:23:05,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,BEACON GARAGE 250 KING ST 2,250 King St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.77832","-122.393071",2023/12/03,"176338",2023/12/03 00:23:05,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,BEACON GARAGE 250 KING ST 1,250 King St,San Francisco,CA,"94107",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.778322","-122.393082",2023/12/03,"176339",2023/12/03 00:23:05,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,450 SOUTH ST EV STATION 03,450 South St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.769013","-122.388373",2023/12/03,"176998",2023/12/03 00:19:19,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,450 SOUTH ST EV STATION 04,450 South St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.769251","-122.388522",2023/12/03,"176999",2023/12/03 00:19:19,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,450 SOUTH ST EV STATION 05,450 South St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.769243","-122.388478",2023/12/03,"177000",2023/12/03 00:19:19,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,450 SOUTH ST EV STATION 08,450 South St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.769255","-122.38847",2023/12/03,"177001",2023/12/03 00:19:19,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,450 SOUTH ST EV STATION 07,450 South St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"1",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.769185","-122.388429",2023/12/03,"177002",2023/12/03 00:19:19,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,450 SOUTH ST EV STATION 02,450 South St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.769204","-122.388319",2023/12/03,"177003",2023/12/03 00:19:16,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
ELEC,450 SOUTH ST EV STATION 01,450 South St,San Francisco,CA,"94158",,888-758-4389,E,,Public,24 hours daily,,,,,,"2",,,ChargePoint Network,http://www.chargepoint.com/,GPS,"37.769132","-122.388304",2023/12/03,"177004",2023/12/03 00:19:16,,,,2021/01/27,,,,,J1772,US,public,,,,,,,,false
